17.4
SSSSS  0.000 g              14:30:49
SSSSS  0.000 g              14:30:49
SSSSS  0.002 g              14:30:50
SSSSS  0.010 g              14:30:50
SSSSS  0.000 g              14:30:50
SSSSS -0.020 g              14:30:50
SSSSS -0.017 g              14:30:51
SSSSS -0.013 g              14:30:51
SSSSS -0.012 g              14:30:51
SSSSS -0.012 g              14:30:52
SSSSS -0.014 g              14:30:52
SSSSS -0.012 g              14:30:52
SSSSS -0.012 g              14:30:52
SSSSS -0.012 g              14:30:52
SSSSS -0.013 g              14:30:52
SSSSS -0.018 g              14:30:52
SSSSS -0.024 g              14:30:53
SSSSS -0.023 g              14:30:53
SSSSS -0.020 g              14:30:53
SSSSS -0.018 g              14:30:53
SSSSS -0.018 g              14:30:53
SSSSS -0.018 g              14:30:53
SSSSS -0.018 g              14:30:53
SSSSS -0.018 g              14:30:53
SSSSS -0.017 g              14:30:54
SSSSS -0.012 g              14:30:54
SSSSS -0.012 g              14:30:54
SSSSS -0.013 g              14:30:54
SSSSS -0.013 g              14:30:54
SSSSS -0.013 g              14:30:54
SSSSS -0.013 g              14:30:54
SSSSS -0.012 g              14:30:55
SSSSS -0.009 g              14:30:55
SSSSS -0.009 g              14:30:55
SSSSS -0.009 g              14:30:55
SSSSS -0.009 g              14:30:55
SSSSS -0.004 g              14:30:55
SSSSS -0.004 g              14:30:55
SSSSS -0.004 g              14:30:55
SSSSS -0.004 g              14:30:56
SSSSS -0.005 g              14:30:56
SSSSS -0.005 g              14:30:56
SSSSS -0.005 g              14:30:56
SSSSS -0.005 g              14:30:56
SSSSS -0.004 g              14:30:56
SSSSS -0.001 g              14:30:56
SSSSS  0.000 g              14:30:57
SSSSS  0.001 g              14:30:57
SSSSS  0.002 g              14:30:57
SSSSS  0.003 g              14:30:57
SSSSS  0.004 g              14:30:57
SSSSS  0.005 g              14:30:57
SSSSS  0.006 g              14:30:57
SSSSS  0.007 g              14:30:57
SSSSS  0.007 g              14:30:58
SSSSS  0.005 g              14:30:58
SSSSS  0.005 g              14:30:58
SSSSS  0.011 g              14:30:58
SSSSS  0.015 g              14:30:58
SSSSS  0.015 g              14:30:58
SSSSS  0.016 g              14:30:58
SSSSS  0.021 g              14:30:59
SSSSS  0.022 g              14:30:59
SSSSS  0.023 g              14:30:59
SSSSS  0.026 g              14:30:59
SSSSS  0.030 g              14:30:59
SSSSS  0.033 g              14:30:59
SSSSS  0.036 g              14:30:59
SSSSS  0.037 g              14:30:59
SSSSS  0.039 g              14:31:00
SSSSS  0.040 g              14:31:00
SSSSS  0.060 g              14:31:00
SSSSS  0.090 g              14:31:00
SSSSS  0.100 g              14:31:00
SSSSS  0.110 g              14:31:00
SSSSS  0.120 g              14:31:00
SSSSS  0.140 g              14:31:01
SSSSS  0.150 g              14:31:01
SSSSS  0.160 g              14:31:01
SSSSS  0.190 g              14:31:01
SSSSS  0.230 g              14:31:01
SSSSS  0.300 g              14:31:01
SSSSS  0.350 g              14:31:01
SSSSS  0.380 g              14:31:01
SSSSS  0.420 g              14:31:02
SSSSS  0.470 g              14:31:02
SSSSS  0.520 g              14:31:02
SSSSS  0.560 g              14:31:02
SSSSS  0.610 g              14:31:02
SSSSS  0.670 g              14:31:02
SSSSS  0.720 g              14:31:02
SSSSS  0.770 g              14:31:03
SSSSS  0.820 g              14:31:03
SSSSS  0.880 g              14:31:03
SSSSS  0.930 g              14:31:03
SSSSS  0.960 g              14:31:03
SSSSS  0.990 g              14:31:03
SSSSS  1.030 g              14:31:03
SSSSS  1.080 g              14:31:03
SSSSS  1.120 g              14:31:04
SSSSS  1.170 g              14:31:04
SSSSS  1.240 g              14:31:04
SSSSS  1.290 g              14:31:04
SSSSS  1.340 g              14:31:04
SSSSS  1.390 g              14:31:04
SSSSS  1.440 g              14:31:04
SSSSS  1.480 g              14:31:04
SSSSS  1.510 g              14:31:05
SSSSS  1.540 g              14:31:05
SSSSS  1.600 g              14:31:05
SSSSS  1.650 g              14:31:05
SSSSS  1.690 g              14:31:05
SSSSS  1.730 g              14:31:05
SSSSS  1.780 g              14:31:05
SSSSS  1.840 g              14:31:06
SSSSS  1.880 g              14:31:06
SSSSS  1.910 g              14:31:06
SSSSS  1.950 g              14:31:06
SSSSS  2.000 g              14:31:06
SSSSS  2.040 g              14:31:06
SSSSS  2.070 g              14:31:06
SSSSS  2.100 g              14:31:07
SSSSS  2.140 g              14:31:07
SSSSS  2.200 g              14:31:07
SSSSS  2.230 g              14:31:07
SSSSS  2.260 g              14:31:07
SSSSS  2.300 g              14:31:07
SSSSS  2.360 g              14:31:07
SSSSS  2.420 g              14:31:07
SSSSS  2.460 g              14:31:08
SSSSS  2.500 g              14:31:08
SSSSS  2.530 g              14:31:08
SSSSS  2.580 g              14:31:08
SSSSS  2.620 g              14:31:08
SSSSS  2.660 g              14:31:08
SSSSS  2.710 g              14:31:08
SSSSS  2.750 g              14:31:09
SSSSS  2.790 g              14:31:09
SSSSS  2.830 g              14:31:09
SSSSS  2.860 g              14:31:09
SSSSS  2.890 g              14:31:09
SSSSS  2.920 g              14:31:09
SSSSS  2.950 g              14:31:09
SSSSS  2.990 g              14:31:09
SSSSS  3.020 g              14:31:10
SSSSS  3.060 g              14:31:10
SSSSS  3.090 g              14:31:10
SSSSS  3.120 g              14:31:10
SSSSS  3.150 g              14:31:10
SSSSS  3.190 g              14:31:10
SSSSS  3.210 g              14:31:10
SSSSS  3.240 g              14:31:10
SSSSS  3.280 g              14:31:11
SSSSS  3.310 g              14:31:11
SSSSS  3.330 g              14:31:11
SSSSS  3.360 g              14:31:11
SSSSS  3.390 g              14:31:11
SSSSS  3.420 g              14:31:11
