17.4
SSSSS  0.003 g              14:56:29
SSSSS  0.003 g              14:56:29
SSSSS  0.003 g              14:56:29
SSSSS  0.002 g              14:56:29
SSSSS -0.005 g              14:56:29
SSSSS -0.001 g              14:56:29
SSSSS  0.003 g              14:56:29
SSSSS -0.002 g              14:56:30
SSSSS  0.010 g              14:56:30
SSSSS  0.020 g              14:56:30
SSSSS  0.010 g              14:56:30
SSSSS  0.000 g              14:56:30
SSSSS -0.003 g              14:56:30
SSSSS  0.002 g              14:56:30
SSSSS  0.002 g              14:56:31
SSSSS  0.002 g              14:56:31
SSSSS  0.000 g              14:56:31
SSSSS -0.002 g              14:56:31
SSSSS  0.001 g              14:56:31
SSSSS  0.002 g              14:56:31
SSSSS  0.006 g              14:56:31
SSSSS  0.008 g              14:56:31
SSSSS  0.009 g              14:56:32
SSSSS  0.006 g              14:56:32
SSSSS  0.003 g              14:56:32
SSSSS  0.004 g              14:56:32
SSSSS  0.030 g              14:56:32
SSSSS  0.130 g              14:56:32
SSSSS  0.190 g              14:56:32
SSSSS  0.150 g              14:56:33
SSSSS  0.140 g              14:56:33
SSSSS  0.220 g              14:56:33
SSSSS  0.280 g              14:56:33
SSSSS  0.281 g              14:56:33
SSSSS  0.283 g              14:56:33
SSSSS  0.310 g              14:56:33
SSSSS  0.330 g              14:56:33
SSSSS  0.340 g              14:56:34
SSSSS  0.370 g              14:56:34
SSSSS  0.410 g              14:56:34
SSSSS  0.420 g              14:56:34
SSSSS  0.420 g              14:56:34
SSSSS  0.430 g              14:56:34
SSSSS  0.450 g              14:56:34
SSSSS  0.480 g              14:56:35
SSSSS  0.490 g              14:56:35
SSSSS  0.510 g              14:56:35
SSSSS  0.560 g              14:56:35
SSSSS  0.640 g              14:56:35
SSSSS  0.670 g              14:56:35
SSSSS  0.650 g              14:56:35
SSSSS  0.660 g              14:56:35
SSSSS  0.730 g              14:56:36
SSSSS  0.760 g              14:56:36
SSSSS  0.760 g              14:56:36
SSSSS  0.800 g              14:56:36
SSSSS  0.860 g              14:56:36
SSSSS  0.890 g              14:56:36
SSSSS  0.890 g              14:56:36
SSSSS  0.920 g              14:56:37
SSSSS  0.950 g              14:56:37
SSSSS  0.980 g              14:56:37
SSSSS  1.010 g              14:56:37
SSSSS  1.040 g              14:56:37
SSSSS  1.090 g              14:56:37
SSSSS  1.130 g              14:56:37
SSSSS  1.160 g              14:56:37
SSSSS  1.190 g              14:56:38
SSSSS  1.240 g              14:56:38
SSSSS  1.290 g              14:56:38
SSSSS  1.330 g              14:56:38
SSSSS  1.380 g              14:56:38
SSSSS  1.440 g              14:56:38
SSSSS  1.490 g              14:56:38
SSSSS  1.530 g              14:56:39
SSSSS  1.570 g              14:56:39
SSSSS  1.600 g              14:56:39
SSSSS  1.630 g              14:56:39
SSSSS  1.680 g              14:56:39
SSSSS  1.740 g              14:56:39
SSSSS  1.790 g              14:56:39
SSSSS  1.830 g              14:56:39
SSSSS  1.870 g              14:56:40
SSSSS  1.920 g              14:56:40
SSSSS  1.960 g              14:56:40
SSSSS  1.990 g              14:56:40
SSSSS  2.010 g              14:56:40
SSSSS  2.050 g              14:56:40
SSSSS  2.110 g              14:56:40
