18.
SSSSS  8.810 g              15:10:05
SSSSS  8.830 g              15:10:05
SSSSS  8.840 g              15:10:05
SSSSS  8.850 g              15:10:05
SSSSS  8.860 g              15:10:05
SSSSS  8.880 g              15:10:05
SSSSS  8.900 g              15:10:05
SSSSS  8.910 g              15:10:05
SSSSS  8.920 g              15:10:06
SSSSS  8.930 g              15:10:06
SSSSS  8.950 g              15:10:06
SSSSS  8.960 g              15:10:06
SSSSS  8.970 g              15:10:06
SSSSS  8.980 g              15:10:06
SSSSS  8.990 g              15:10:06
SSSSS  9.010 g              15:10:07
SSSSS  9.020 g              15:10:07
SSSSS  9.030 g              15:10:07
SSSSS  9.040 g              15:10:07
SSSSS  9.050 g              15:10:07
SSSSS  9.060 g              15:10:07
SSSSS  9.070 g              15:10:07
SSSSS  9.080 g              15:10:07
SSSSS  9.090 g              15:10:08
SSSSS  9.100 g              15:10:08
SSSSS  9.120 g              15:10:08
SSSSS  9.130 g              15:10:08
SSSSS  9.140 g              15:10:08
SSSSS  9.150 g              15:10:08
SSSSS  9.160 g              15:10:08
SSSSS  9.170 g              15:10:09
SSSSS  9.180 g              15:10:09
SSSSS  9.190 g              15:10:09
SSSSS  9.200 g              15:10:09
SSSSS  9.210 g              15:10:09
SSSSS  9.220 g              15:10:09
SSSSS  9.230 g              15:10:09
SSSSS  9.240 g              15:10:09
SSSSS  9.250 g              15:10:10
SSSSS  9.260 g              15:10:10
SSSSS  9.270 g              15:10:10
SSSSS  9.280 g              15:10:10
SSSSS  9.290 g              15:10:10
SSSSS  9.300 g              15:10:10
SSSSS  9.310 g              15:10:10
SSSSS  9.320 g              15:10:11
SSSSS  9.320 g              15:10:11
SSSSS  9.330 g              15:10:11
SSSSS  9.340 g              15:10:11
SSSSS  9.350 g              15:10:11
SSSSS  9.350 g              15:10:11
SSSSS  9.360 g              15:10:11
SSSSS  9.370 g              15:10:11
SSSSS  9.380 g              15:10:12
SSSSS  9.390 g              15:10:12
SSSSS  9.400 g              15:10:12
SSSSS  9.400 g              15:10:12
SSSSS  9.410 g              15:10:12
SSSSS  9.420 g              15:10:12
SSSSS  9.420 g              15:10:12
SSSSS  9.430 g              15:10:13
SSSSS  9.440 g              15:10:13
SSSSS  9.440 g              15:10:13
SSSSS  9.450 g              15:10:13
SSSSS  9.460 g              15:10:13
SSSSS  9.460 g              15:10:13
SSSSS  9.470 g              15:10:13
SSSSS  9.470 g              15:10:13
SSSSS  9.480 g              15:10:14
SSSSS  9.480 g              15:10:14
SSSSS  9.490 g              15:10:14
SSSSS  9.500 g              15:10:14
SSSSS  9.500 g              15:10:14
SSSSS  9.510 g              15:10:14
SSSSS  9.520 g              15:10:14
SSSSS  9.530 g              15:10:15
SSSSS  9.530 g              15:10:15
SSSSS  9.540 g              15:10:15
SSSSS  9.540 g              15:10:15
SSSSS  9.550 g              15:10:15
SSSSS  9.550 g              15:10:15
SSSSS  9.560 g              15:10:15
SSSSS  9.560 g              15:10:15
SSSSS  9.570 g              15:10:16
SSSSS  9.570 g              15:10:16
SSSSS  9.580 g              15:10:16
SSSSS  9.580 g              15:10:16
SSSSS  9.590 g              15:10:16
SSSSS  9.590 g              15:10:16
SSSSS  9.600 g              15:10:16
SSSSS  9.600 g              15:10:17
SSSSS  9.610 g              15:10:17
SSSSS  9.610 g              15:10:17
SSSSS  9.610 g              15:10:17
SSSSS  9.620 g              15:10:17
SSSSS  9.630 g              15:10:17
SSSSS  9.630 g              15:10:17
SSSSS  9.640 g              15:10:17
SSSSS  9.640 g              15:10:18
SSSSS  9.640 g              15:10:18
SSSSS  9.650 g              15:10:18
SSSSS  9.650 g              15:10:18
SSSSS  9.660 g              15:10:18
SSSSS  9.660 g              15:10:18
SSSSS  9.660 g              15:10:18
SSSSS  9.670 g              15:10:19
SSSSS  9.670 g              15:10:19
SSSSS  9.670 g              15:10:19
SSSSS  9.680 g              15:10:19
SSSSS  9.680 g              15:10:19
SSSSS  9.690 g              15:10:19
SSSSS  9.690 g              15:10:19
SSSSS  9.700 g              15:10:19
SSSSS  9.700 g              15:10:20
SSSSS  9.700 g              15:10:20
SSSSS  9.710 g              15:10:20
SSSSS  9.710 g              15:10:20
SSSSS  9.710 g              15:10:20
SSSSS  9.720 g              15:10:20
SSSSS  9.720 g              15:10:20
SSSSS  9.720 g              15:10:21
SSSSS  9.730 g              15:10:21
SSSSS  9.730 g              15:10:21
SSSSS  9.730 g              15:10:21
SSSSS  9.730 g              15:10:21
SSSSS  9.740 g              15:10:21
SSSSS  9.740 g              15:10:21
SSSSS  9.750 g              15:10:21
SSSSS  9.750 g              15:10:22
SSSSS  9.750 g              15:10:22
SSSSS  9.750 g              15:10:22
SSSSS  9.760 g              15:10:22
SSSSS  9.760 g              15:10:22
SSSSS  9.760 g              15:10:22
SSSSS  9.760 g              15:10:22
SSSSS  9.770 g              15:10:23
SSSSS  9.770 g              15:10:23
SSSSS  9.770 g              15:10:23
SSSSS  9.770 g              15:10:23
SSSSS  9.780 g              15:10:23
SSSSS  9.780 g              15:10:23
SSSSS  9.790 g              15:10:23
SSSSS  9.790 g              15:10:23
SSSSS  9.790 g              15:10:24
SSSSS  9.790 g              15:10:24
SSSSS  9.800 g              15:10:24
SSSSS  9.800 g              15:10:24
SSSSS  9.800 g              15:10:24
SSSSS  9.800 g              15:10:24
SSSSS  9.810 g              15:10:24
SSSSS  9.810 g              15:10:25
SSSSS  9.810 g              15:10:25
SSSSS  9.810 g              15:10:25
SSSSS  9.820 g              15:10:25
SSSSS  9.820 g              15:10:25
SSSSS  9.820 g              15:10:25
SSSSS  9.820 g              15:10:25
SSSSS  9.830 g              15:10:25
SSSSS  9.830 g              15:10:26
SSSSS  9.830 g              15:10:26
SSSSS  9.830 g              15:10:26
SSSSS  9.830 g              15:10:26
SSSSS  9.840 g              15:10:26
SSSSS  9.840 g              15:10:26
SSSSS  9.840 g              15:10:26
SSSSS  9.840 g              15:10:27
SSSSS  9.840 g              15:10:27
SSSSS  9.840 g              15:10:27
SSSSS  9.850 g              15:10:27
SSSSS  9.850 g              15:10:27
SSSSS  9.850 g              15:10:27
SSSSS  9.850 g              15:10:27
SSSSS  9.850 g              15:10:27
SSSSS  9.850 g              15:10:28
SSSSS  9.860 g              15:10:28
SSSSS  9.860 g              15:10:28
SSSSS  9.860 g              15:10:28
SSSSS  9.864 g              15:10:28
SSSSS  9.865 g              15:10:28
SSSSS  9.867 g              15:10:28
SSSSS  9.871 g              15:10:29
SSSSS  9.873 g              15:10:29
SSSSS  9.874 g              15:10:29
SSSSS  9.876 g              15:10:29
SSSSS  9.877 g              15:10:29
SSSSS  9.879 g              15:10:29
SSSSS  9.881 g              15:10:29
SSSSS  9.883 g              15:10:29
SSSSS  9.883 g              15:10:30
SSSSS  9.883 g              15:10:30
SSSSS  9.884 g              15:10:30
SSSSS  9.887 g              15:10:30
SSSSS  9.889 g              15:10:30
SSSSS  9.890 g              15:10:30
SSSSS  9.891 g              15:10:30
SSSSS  9.892 g              15:10:31
SSSSS  9.893 g              15:10:31
SSSSS  9.894 g              15:10:31
SSSSS  9.896 g              15:10:31
SSSSS  9.898 g              15:10:31
SSSSS  9.900 g              15:10:31
SSSSS  9.900 g              15:10:31
SSSSS  9.901 g              15:10:31
SSSSS  9.903 g              15:10:32
SSSSS  9.903 g              15:10:32
SSSSS  9.904 g              15:10:32
SSSSS  9.906 g              15:10:32
SSSSS  9.907 g              15:10:32
SSSSS  9.908 g              15:10:32
SSSSS  9.909 g              15:10:32
SSSSS  9.909 g              15:10:33
SSSSS  9.909 g              15:10:33
SSSSS  9.910 g              15:10:33
SSSSS  9.911 g              15:10:33
SSSSS  9.911 g              15:10:33
SSSSS  9.912 g              15:10:33
SSSSS  9.916 g              15:10:33
SSSSS  9.917 g              15:10:33
SSSSS  9.917 g              15:10:34
SSSSS  9.918 g              15:10:34
SSSSS  9.919 g              15:10:34
SSSSS  9.920 g              15:10:34
SSSSS  9.921 g              15:10:34
SSSSS  9.922 g              15:10:34
SSSSS  9.924 g              15:10:34
SSSSS  9.925 g              15:10:35
SSSSS  9.926 g              15:10:35
SSSSS  9.926 g              15:10:35
SSSSS  9.926 g              15:10:35
SSSSS  9.926 g              15:10:35
SSSSS  9.927 g              15:10:35
SSSSS  9.932 g              15:10:35
SSSSS  9.932 g              15:10:35
SSSSS  9.932 g              15:10:36
SSSSS  9.932 g              15:10:36
SSSSS  9.933 g              15:10:36
SSSSS  9.933 g              15:10:36
SSSSS  9.933 g              15:10:36
SSSSS  9.934 g              15:10:36
SSSSS  9.934 g              15:10:36
SSSSS  9.934 g              15:10:37
SSSSS  9.934 g              15:10:37
SSSSS  9.934 g              15:10:37
SSSSS  9.938 g              15:10:37
SSSSS  9.938 g              15:10:37
SSSSS  9.939 g              15:10:37
SSSSS  9.939 g              15:10:37
SSSSS  9.939 g              15:10:37
SSSSS  9.940 g              15:10:38
SSSSS  9.940 g              15:10:38
SSSSS  9.940 g              15:10:38
SSSSS  9.941 g              15:10:38
SSSSS  9.941 g              15:10:38
SSSSS  9.941 g              15:10:38
SSSSS  9.941 g              15:10:38
SSSSS  9.945 g              15:10:39
SSSSS  9.945 g              15:10:39
SSSSS  9.945 g              15:10:39
SSSSS  9.946 g              15:10:39
SSSSS  9.946 g              15:10:39
SSSSS  9.946 g              15:10:39
SSSSS  9.946 g              15:10:39
SSSSS  9.947 g              15:10:39
SSSSS  9.947 g              15:10:40
SSSSS  9.947 g              15:10:40
SSSSS  9.947 g              15:10:40
SSSSS  9.947 g              15:10:40
SSSSS  9.948 g              15:10:40
SSSSS  9.948 g              15:10:40
SSSSS  9.948 g              15:10:40
SSSSS  9.948 g              15:10:41
SSSSS  9.948 g              15:10:41
SSSSS  9.949 g              15:10:41
SSSSS  9.949 g              15:10:41
SSSSS  9.949 g              15:10:41
SSSSS  9.950 g              15:10:41
SSSSS  9.950 g              15:10:41
SSSSS  9.950 g              15:10:41
SSSSS  9.950 g              15:10:42
SSSSS  9.951 g              15:10:42
SSSSS  9.951 g              15:10:42
SSSSS  9.951 g              15:10:42
SSSSS  9.952 g              15:10:42
SSSSS  9.952 g              15:10:42
SSSSS  9.952 g              15:10:42
SSSSS  9.953 g              15:10:43
SSSSS  9.953 g              15:10:43
SSSSS  9.953 g              15:10:43
SSSSS  9.953 g              15:10:43
SSSSS  9.954 g              15:10:43
SSSSS  9.954 g              15:10:43
SSSSS  9.955 g              15:10:43
SSSSS  9.955 g              15:10:43
SSSSS  9.955 g              15:10:44
SSSSS  9.958 g              15:10:44
SSSSS  9.958 g              15:10:44
SSSSS  9.958 g              15:10:44
SSSSS  9.958 g              15:10:44
SSSSS  9.958 g              15:10:44
SSSSS  9.959 g              15:10:44
SSSSS  9.959 g              15:10:45
SSSSS  9.959 g              15:10:45
SSSSS  9.959 g              15:10:45
SSSSS  9.959 g              15:10:45
SSSSS  9.959 g              15:10:45
SSSSS  9.960 g              15:10:45
SSSSS  9.960 g              15:10:45
SSSSS  9.960 g              15:10:45
SSSSS  9.960 g              15:10:46
SSSSS  9.960 g              15:10:46
SSSSS  9.961 g              15:10:46
SSSSS  9.961 g              15:10:46
SSSSS  9.961 g              15:10:46
SSSSS  9.962 g              15:10:46
SSSSS  9.962 g              15:10:46
SSSSS  9.962 g              15:10:47
SSSSS  9.962 g              15:10:47
SSSSS  9.963 g              15:10:47
SSSSS  9.963 g              15:10:47
SSSSS  9.963 g              15:10:47
SSSSS  9.963 g              15:10:47
SSSSS  9.964 g              15:10:47
SSSSS  9.964 g              15:10:47
SSSSS  9.964 g              15:10:48
SSSSS  9.964 g              15:10:48
SSSSS  9.965 g              15:10:48
SSSSS  9.965 g              15:10:48
SSSSS  9.965 g              15:10:48
SSSSS  9.965 g              15:10:48
SSSSS  9.966 g              15:10:48
SSSSS  9.966 g              15:10:49
SSSSS  9.966 g              15:10:49
SSSSS  9.966 g              15:10:49
SSSSS  9.967 g              15:10:49
SSSSS  9.967 g              15:10:49
SSSSS  9.967 g              15:10:49
SSSSS  9.968 g              15:10:49
SSSSS  9.968 g              15:10:49
SSSSS  9.968 g              15:10:50
SSSSS  9.968 g              15:10:50
SSSSS  9.969 g              15:10:50
SSSSS  9.969 g              15:10:50
SSSSS  9.969 g              15:10:50
SSSSS  9.969 g              15:10:50
SSSSS  9.970 g              15:10:50
SSSSS  9.970 g              15:10:51
SSSSS  9.970 g              15:10:51
SSSSS  9.970 g              15:10:51
SSSSS  9.970 g              15:10:51
SSSSS  9.970 g              15:10:51
SSSSS  9.971 g              15:10:51
SSSSS  9.971 g              15:10:51
SSSSS  9.971 g              15:10:51
SSSSS  9.971 g              15:10:52
SSSSS  9.972 g              15:10:52
SSSSS  9.972 g              15:10:52
SSSSS  9.972 g              15:10:52
SSSSS  9.972 g              15:10:52
SSSSS  9.972 g              15:10:52
SSSSS  9.972 g              15:10:52
SSSSS  9.973 g              15:10:53
SSSSS  9.973 g              15:10:53
SSSSS  9.973 g              15:10:53
SSSSS  9.973 g              15:10:53
SSSSS  9.973 g              15:10:53
SSSSS  9.974 g              15:10:53
SSSSS  9.974 g              15:10:53
SSSSS  9.974 g              15:10:53
SSSSS  9.974 g              15:10:54
SSSSS  9.974 g              15:10:54
SSSSS  9.974 g              15:10:54
SSSSS  9.975 g              15:10:54
SSSSS  9.975 g              15:10:54
SSSSS  9.975 g              15:10:54
SSSSS  9.975 g              15:10:54
SSSSS  9.976 g              15:10:55
SSSSS  9.976 g              15:10:55
SSSSS  9.976 g              15:10:55
SSSSS  9.976 g              15:10:55
SSSSS  9.976 g              15:10:55
SSSSS  9.976 g              15:10:55
SSSSS  9.977 g              15:10:55
SSSSS  9.977 g              15:10:55
SSSSS  9.977 g              15:10:56
SSSSS  9.977 g              15:10:56
SSSSS  9.978 g              15:10:56
SSSSS  9.978 g              15:10:56
SSSSS  9.978 g              15:10:56
SSSSS  9.978 g              15:10:56
SSSSS  9.978 g              15:10:56
SSSSS  9.978 g              15:10:57
SSSSS  9.978 g              15:10:57
SSSSS  9.978 g              15:10:57
SSSSS  9.978 g              15:10:57
SSSSS  9.979 g              15:10:57
SSSSS  9.979 g              15:10:57
SSSSS  9.979 g              15:10:57
SSSSS  9.979 g              15:10:57
SSSSS  9.979 g              15:10:58
SSSSS  9.979 g              15:10:58
SSSSS  9.979 g              15:10:58
SSSSS  9.979 g              15:10:58
SSSSS  9.979 g              15:10:58
SSSSS  9.979 g              15:10:58
SSSSS  9.979 g              15:10:58
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:10:59
SSSSS  9.979 g              15:11:00
SSSSS  9.979 g              15:11:00
SSSSS  9.980 g              15:11:00
SSSSS  9.980 g              15:11:00
SSSSS  9.980 g              15:11:00
SSSSS  9.980 g              15:11:00
SSSSS  9.980 g              15:11:00
SSSSS  9.980 g              15:11:01
SSSSS  9.980 g              15:11:01
SSSSS  9.980 g              15:11:01
SSSSS  9.980 g              15:11:01
SSSSS  9.981 g              15:11:01
SSSSS  9.981 g              15:11:01
SSSSS  9.981 g              15:11:01
SSSSS  9.981 g              15:11:01
SSSSS  9.981 g              15:11:02
SSSSS  9.981 g              15:11:02
SSSSS  9.981 g              15:11:02
SSSSS  9.981 g              15:11:02
SSSSS  9.981 g              15:11:02
SSSSS  9.981 g              15:11:02
SSSSS  9.981 g              15:11:02
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:03
SSSSS  9.981 g              15:11:04
SSSSS  9.981 g              15:11:04
SSSSS  9.981 g              15:11:04
SSSSS  9.982 g              15:11:04
SSSSS  9.982 g              15:11:04
SSSSS  9.982 g              15:11:04
SSSSS  9.982 g              15:11:04
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:05
SSSSS  9.982 g              15:11:06
SSSSS  9.982 g              15:11:06
SSSSS  9.982 g              15:11:06
SSSSS  9.982 g              15:11:06
SSSSS  9.982 g              15:11:06
SSSSS  9.982 g              15:11:06
SSSSS  9.982 g              15:11:06
SSSSS  9.982 g              15:11:07
SSSSS  9.982 g              15:11:07
SSSSS  9.983 g              15:11:07
SSSSS  9.983 g              15:11:07
SSSSS  9.983 g              15:11:07
SSSSS  9.983 g              15:11:07
SSSSS  9.983 g              15:11:07
SSSSS  9.983 g              15:11:07
SSSSS  9.983 g              15:11:08
SSSSS  9.983 g              15:11:08
SSSSS  9.983 g              15:11:08
SSSSS  9.983 g              15:11:08
SSSSS  9.983 g              15:11:08
SSSSS  9.983 g              15:11:08
SSSSS  9.983 g              15:11:08
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:09
SSSSS  9.983 g              15:11:10
SSSSS  9.984 g              15:11:10
SSSSS  9.984 g              15:11:10
SSSSS  9.984 g              15:11:10
SSSSS  9.984 g              15:11:10
SSSSS  9.984 g              15:11:10
SSSSS  9.984 g              15:11:10
SSSSS  9.984 g              15:11:11
SSSSS  9.984 g              15:11:11
SSSSS  9.984 g              15:11:11
SSSSS  9.985 g              15:11:11
SSSSS  9.985 g              15:11:11
SSSSS  9.985 g              15:11:11
SSSSS  9.985 g              15:11:11
SSSSS  9.985 g              15:11:11
SSSSS  9.985 g              15:11:12
SSSSS  9.985 g              15:11:12
SSSSS  9.985 g              15:11:12
SSSSS  9.985 g              15:11:12
SSSSS  9.985 g              15:11:12
SSSSS  9.985 g              15:11:12
SSSSS  9.985 g              15:11:12
SSSSS  9.985 g              15:11:13
SSSSS  9.985 g              15:11:13
SSSSS  9.985 g              15:11:13
SSSSS  9.985 g              15:11:13
SSSSS  9.985 g              15:11:13
SSSSS  9.986 g              15:11:13
SSSSS  9.986 g              15:11:13
SSSSS  9.986 g              15:11:13
SSSSS  9.990 g              15:11:14
SSSSS  9.990 g              15:11:14
